n.uri,m.contractpartyid,r.haseffectivedate,r.hasexpirationdate,r.hasposition,r.hastitle,o.uri
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001446,400000001446,"""2006-03-08T00:00:00""","""2016-06-28T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2442
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001447,400000001447,"""2006-03-21T00:00:00""","""2006-03-21T00:00:00""",Officer,COUNSEL,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2443
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001444,400000001444,"""2005-12-30T00:00:00""","""2006-01-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2440
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001445,400000001445,"""2006-02-28T00:00:00""","""2013-02-13T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2441
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001448,400000001448,"""2006-05-02T00:00:00""","""2008-05-02T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2444
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001449,400000001449,"""2006-05-25T00:00:00""","""2016-12-15T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2445
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001442,400000001442,"""2005-12-07T00:00:00""","""2008-01-15T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2438
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001443,400000001443,"""2005-12-25T00:00:00""","""2007-02-26T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2439
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001450,400000001450,"""2006-06-05T00:00:00""","""2010-03-01T00:00:00""",Officer,CHIEF COMMERCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2446
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001451,400000001451,"""2006-08-11T00:00:00""","""2007-05-18T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2447
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001460,400000001460,"""2008-01-18T00:00:00""","""2010-01-26T00:00:00""",Officer,CONTROLLER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2456
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001457,400000001457,"""2007-08-24T00:00:00""","""2008-02-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2453
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001458,400000001458,"""2007-11-16T00:00:00""","""2008-04-28T00:00:00""",Officer,INTERIM CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2454
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001455,400000001455,"""2007-04-18T00:00:00""","""2007-12-14T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2451
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001456,400000001456,"""2007-05-09T00:00:00""","""2013-02-20T00:00:00""",Officer,CONTROLLER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2452
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001459,400000001459,"""2007-11-30T00:00:00""","""2007-11-30T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2455
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001453,400000001453,"""2007-01-05T00:00:00""","""2008-04-30T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2449
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001454,400000001454,"""2007-02-21T00:00:00""","""2007-12-03T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2450
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001452,400000001452,"""2006-08-22T00:00:00""","""2006-08-22T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2448
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001468,400000001468,"""2008-07-18T00:00:00""","""2013-02-19T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2464
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001469,400000001469,"""2009-02-17T00:00:00""","""2009-02-17T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2465
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001466,400000001466,"""2008-05-19T00:00:00""","""2013-03-31T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2462
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001467,400000001467,"""2008-06-26T00:00:00""","""2008-06-26T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2463
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001461,400000001461,"""2008-02-14T00:00:00""","""2008-10-31T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2457
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001464,400000001464,"""2008-05-15T00:00:00""","""2016-05-04T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2460
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001465,400000001465,"""2008-05-15T00:00:00""","""2008-05-16T00:00:00""",Officer,GENERAL MANAGER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2461
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001462,400000001462,"""2008-03-13T00:00:00""","""2008-03-13T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2458
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001463,400000001463,"""2008-03-31T00:00:00""","""2008-03-31T00:00:00""",Officer,PRINCIPAL ACCOUNTING OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2459
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001470,400000001470,"""2009-02-25T00:00:00""","""2015-02-19T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2466
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001479,400000001479,"""2010-05-04T00:00:00""","""2016-12-15T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2475
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001477,400000001477,"""2009-12-31T00:00:00""","""2012-12-31T00:00:00""",Officer,DIRECTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2473
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001478,400000001478,"""2010-05-03T00:00:00""","""2011-06-17T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2474
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001471,400000001471,"""2009-04-01T00:00:00""","""2016-12-30T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2467
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001472,400000001472,"""2009-04-01T00:00:00""","""2012-07-01T00:00:00""",Officer,CHIEF ACCOUNTING,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2468
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001475,400000001475,"""2009-08-28T00:00:00""","""2010-06-18T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2471
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001476,400000001476,"""2009-09-08T00:00:00""","""2009-09-08T00:00:00""",Officer,CHIEF TECHNOLOGY OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2472
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001473,400000001473,"""2009-04-13T00:00:00""","""2009-04-13T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2469
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001474,400000001474,"""2009-07-01T00:00:00""","""2014-03-13T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2470
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001480,400000001480,"""2010-07-12T00:00:00""","""2010-07-12T00:00:00""",Officer,HEAD,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2476
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001481,400000001481,"""2010-08-13T00:00:00""","""2016-08-18T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2477
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001488,400000001488,"""2015-06-12T00:00:00""","""2015-06-12T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2484
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001489,400000001489,"""2015-07-31T00:00:00""","""2015-08-05T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2485
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001482,400000001482,"""2010-11-18T00:00:00""","""2014-09-12T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2478
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001483,400000001483,"""2011-04-18T00:00:00""","""2011-04-18T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2479
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001486,400000001486,"""2015-04-30T00:00:00""","""2015-04-30T00:00:00""",Officer,INTERIM CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2482
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001487,400000001487,"""2015-05-18T00:00:00""","""2016-12-01T00:00:00""",Officer,CORPORATE SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2483
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001484,400000001484,"""2015-02-25T00:00:00""","""2017-01-03T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2480
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001485,400000001485,"""2015-04-30T00:00:00""","""2016-04-20T00:00:00""",Officer,DIRECTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2481
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001490,400000001490,"""2015-08-26T00:00:00""","""2016-09-07T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2486
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001500,400000001500,"""2002-11-12T00:00:00""","""2002-11-12T00:00:00""",Officer,CHAIRMAN,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2496
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001499,400000001499,"""2001-05-18T00:00:00""","""2001-05-18T00:00:00""",Officer,CHAIRMAN OF THE BOARD OF DIRECTORS,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2495
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001493,400000001493,"""2016-09-21T00:00:00""","""2016-10-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2489
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001494,400000001494,"""2017-01-01T00:00:00""","""2017-01-01T00:00:00""",Officer,CHAIRMAN,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2490
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001491,400000001491,"""2016-01-11T00:00:00""","""2016-12-01T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2487
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001492,400000001492,"""2016-02-23T00:00:00""","""2016-09-19T00:00:00""",Officer,GENERAL COUNSEL,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2488
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001497,400000001497,"""2001-04-09T00:00:00""","""2005-04-18T00:00:00""",Officer,CHAIRMAN OF THE BOARD OF DIRECTORS,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2493
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001498,400000001498,"""2001-05-09T00:00:00""","""2002-08-06T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2494
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001495,400000001495,"""1995-12-31T00:00:00""","""2005-05-18T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2491
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001496,400000001496,"""2000-12-31T00:00:00""","""2000-01-01T00:00:00""",Officer,CO-FOUNDER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2492
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001501,400000001501,"""2003-02-12T00:00:00""","""2013-04-15T00:00:00""",Officer,PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2497
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001502,400000001502,"""2003-05-05T00:00:00""","""2009-05-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2498
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001505,400000001505,"""2003-05-30T00:00:00""","""2005-06-16T00:00:00""",Officer,CHIEF EXECUTIVE OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2501
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001506,400000001506,"""2003-06-04T00:00:00""","""2005-03-07T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2502
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001503,400000001503,"""2003-05-08T00:00:00""","""2012-04-30T00:00:00""",Officer,CHIEF FINANCIAL OFFICER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2499
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001504,400000001504,"""2003-05-08T00:00:00""","""2006-12-31T00:00:00""",Officer,COB,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2500
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001509,400000001509,"""2003-06-25T00:00:00""","""2016-07-07T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2505
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001507,400000001507,"""2003-06-06T00:00:00""","""2012-05-02T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2503
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001508,400000001508,"""2003-06-10T00:00:00""","""2004-01-20T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2504
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001512,400000001512,"""2003-07-29T00:00:00""","""2005-09-01T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2508
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001513,400000001513,"""2003-08-01T00:00:00""","""2005-02-01T00:00:00""",Officer,VICE CHAIRMAN,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2509
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001510,400000001510,"""2003-07-17T00:00:00""","""2012-03-30T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2506
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001511,400000001511,"""2003-07-22T00:00:00""","""2008-02-04T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2507
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001516,400000001516,"""2003-08-27T00:00:00""","""2010-07-06T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2512
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001517,400000001517,"""2003-09-02T00:00:00""","""2013-03-12T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2513
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001514,400000001514,"""2003-08-05T00:00:00""","""2003-08-05T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2510
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001515,400000001515,"""2003-08-26T00:00:00""","""2008-02-01T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2511
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000002014,400000002014,"""2014-05-05T00:00:00""","""2014-05-05T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/3010
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001518,400000001518,"""2003-09-11T00:00:00""","""2005-05-17T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2514
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001523,400000001523,"""2003-12-31T00:00:00""","""2003-01-01T00:00:00""",Officer,CHAIRMAN OF THE BOARD OF DIRECTORS,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2519
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001524,400000001524,"""2003-12-31T00:00:00""","""2015-09-18T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2520
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001521,400000001521,"""2003-10-31T00:00:00""","""2003-11-14T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2517
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001522,400000001522,"""2003-12-01T00:00:00""","""2005-11-23T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2518
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001527,400000001527,"""2003-12-31T00:00:00""","""2011-02-16T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2523
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001525,400000001525,"""2003-12-31T00:00:00""","""2016-04-12T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2521
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001526,400000001526,"""2003-12-31T00:00:00""","""2004-03-15T00:00:00""",Officer,DIRECTOR,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2522
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001520,400000001520,"""2003-10-02T00:00:00""","""2003-10-02T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2516
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001519,400000001519,"""2003-09-30T00:00:00""","""2007-10-11T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2515
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001528,400000001528,"""2004-01-20T00:00:00""","""2016-02-12T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2524
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001534,400000001534,"""2004-04-27T00:00:00""","""2014-04-01T00:00:00""",Officer,EXECUTIVE VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2530
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001535,400000001535,"""2004-05-04T00:00:00""","""2004-05-04T00:00:00""",Officer,VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2531
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001532,400000001532,"""2004-03-19T00:00:00""","""2007-02-12T00:00:00""",Officer,SECRETARY,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2528
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001533,400000001533,"""2004-04-27T00:00:00""","""2004-05-25T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2529
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001536,400000001536,"""2004-05-06T00:00:00""","""2005-07-01T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2532
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001537,400000001537,"""2004-05-13T00:00:00""","""2007-08-31T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2533
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001530,400000001530,"""2004-02-29T00:00:00""","""2004-02-29T00:00:00""",Director,BOARD MEMBER,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2526
https://spec.edmcouncil.org/fibo/ontology/FND/AgentsAndPeople/People/Person/400000001531,400000001531,"""2004-03-18T00:00:00""","""2005-03-17T00:00:00""",Officer,SENIOR VICE PRESIDENT,https://spec.edmcouncil.org/fibo/ontology/BE/LegalEntities/CorporateBodies/Corporation/2527
